,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,dm300,dm300_error,full_smiles
143,143,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,0.8011,0.0048,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
144,144,,Z172,1611-92-3,249.0,CC1=CC(=CC(=C1)Br)Br,CO,0.602,0.0124,CC1=CC(=CC(=C1)Br)Br.CO
145,145,"5,6-dimethoxy-2,3-dihydroinden-1-one",Z75,2107-69-9,192.0,COC1=C(C=C2C(=C1)CCC2=O)OC,CO,0.9014,0.0203,COC1=C(C=C2C(=C1)CCC2=O)OC.CO
146,146,N-Hydroxyphthalimide,CP32,524-38-9,163.026943,O=C(N1O)C2=CC=CC=C2C1=O,CO,0.7667,0.0014,O=C(N1O)C2=CC=CC=C2C1=O.CO
147,147,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,0.5122,0.0407,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO
148,148,,Z57,1074-24-4,263.0,CC1=CC(Br)=C(C)C=C1Br,CO,0.7864,0.0362,CC1=CC(Br)=C(C)C=C1Br.CO
149,149,Di-p-tolylamine,D27,620-93-9,197.0,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,CO,0.7659,0.047,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1.CO
150,150,"(1R,2S)-(-)-N-Methylephedrine",AP4,552-79-4,179.1310142,CC(C(C1=CC=CC=C1)O)N(C)C,CO,0.9983,0.0002,CC(C(C1=CC=CC=C1)O)N(C)C.CO
151,151,1-BUTYL-2-PYRROLIDONE (tamisolve),CO25,3470-98-2,141.21,CCCCN1CCCC1=O,CO,0.837,0.0048,CCCCN1CCCC1=O.CO
152,152,,Z184,6837-24-7,167.0,C1CCC(CC1)N2CCCC2=O,CO,0.9397,0.0031,C1CCC(CC1)N2CCCC2=O.CO
153,153,"4,4'-(9H-fluorene-9,9-diyl)dianiline",Z139,15499-84-0,348.0,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N,CO,0.9997,0.0004,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)N)C5=CC=C(C=C5)N.CO
154,154,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CO,0.9426,0.0046,CC1=CC(O)=C(C(C)C)C=C1.CO
155,155,4-Acetoamidophenol,AP37,103-90-2,151.0633285,OC1=CC=C(NC(C)=O)C=C1,CO,0.8367,0.0065,OC1=CC=C(NC(C)=O)C=C1.CO
156,156,rac-BINOL,D32,18531-94-7,286.33,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1,CO,1.0,0.0,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1.CO
157,157,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CO,0.9968,0.0049,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CO
158,158,2-Methylpyridine,CD8,109-06-8,93.06,CC1=NC=CC=C1,CO,0.5375,0.0066,CC1=NC=CC=C1.CO
159,159,,Z172,1611-92-3,249.0,CC1=CC(=CC(=C1)Br)Br,CO,0.605,0.0375,CC1=CC(=CC(=C1)Br)Br.CO
160,160,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,0.8054,0.0252,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
161,161,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,0.9683,0.004,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
162,162,Mepenzolate bromide,AP9,76-90-4,420.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,CO,0.5288,0.0231,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.CO
163,163,(R)-(_)-_-Methylcyclohexanemethylamine,D35,5913-13-3,127.0,N[C@H](C)C1CCCCC1,CO,0.984,0.0086,N[C@H](C)C1CCCCC1.CO
164,164,Diclofenac sodium salt,AP33,15307-79-6,316.9986282,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,CO,0.9943,0.0005,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O.CO
165,165,,Z59,122-95-2,166.0,CCOC1=CC=C(OCC)C=C1,CO,0.6885,0.0197,CCOC1=CC=C(OCC)C=C1.CO
166,166,"PYROMELLITIC DIIMIDE, 97%",D24,2550-73-4,216.0,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12,CO,0.9453,0.0037,O=C1NC(=O)c2cc3C(=O)NC(=O)c3cc12.CO
167,167,"4-[3,5-bis(4-carboxyphenyl)phenyl]benzoic acid",Z80,50446-44-1,484.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,CO,1.0,0.0,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O.CO
168,168,"3,3'-dimethylnaphthidine","K14, T73",13138-48-2,312.1626486,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34,CO,1.0,0.0,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34.CO
169,169,"2,3,5-TRIMETHYLPNEOL",Z151,697-82-5,136.0,CC1=CC(=C(C(=C1)O)C)C,CO,0.7515,0.0152,CC1=CC(=C(C(=C1)O)C)C.CO
170,170,Triptycene,CB135,477-75-8,254.1095504,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5,CO,1.0,0.0,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5.CO
171,171,"1,2,4,5-Tetrakis(bromomethyl) benzene","CB31, CB41",15442-91-8,445.7515987,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1,CO,0.9468,0.0339,BrCC1=C(CBr)C=C(CBr)C(CBr)=C1.CO
172,172,"2,4,6-trimethylbenzoic acid",CA34,480-63-7,164.0837296,O=C(O)C1=C(C)C=C(C)C=C1C,CO,1.0,0.0,O=C(O)C1=C(C)C=C(C)C=C1C.CO
173,173,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,CO,0.9617,0.0067,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.CO
174,174,"1,3,5-Trichlorobenzene",Z161,108-70-3,181.0,C1=C(C=C(C=C1Cl)Cl)Cl,CO,0.5873,0.0287,C1=C(C=C(C=C1Cl)Cl)Cl.CO
175,175,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CO,0.9877,0.0019,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CO
176,176,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CO,0.7959,0.0153,C(#Cc1ccccc1)c1ccccc1.CO
177,177,SACCHARIN,CB2,81-07-2,183.0,O=C1N[S](=O)(=O)c2ccccc12,CO,1.0,0.0,O=C1N[S](=O)(=O)c2ccccc12.CO
178,178,,Z16,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,0.8972,0.0086,OC1=C(O)C=C2C=CC=CC2=C1.CO
179,179,Propiconazole,RB44,60207-90-1,341.0697821,CCCC(CO1)OC1(C2=C(Cl)C=C(Cl)C=C2)CN3N=CN=C3,CO,0.9791,0.001,CCCC(CO1)OC1(C2=C(Cl)C=C(Cl)C=C2)CN3N=CN=C3.CO
180,180,Benzoic acid,CL18,65-85-0,122.12,O=C(O)c1ccccc1,CO,0.7186,0.0018,O=C(O)c1ccccc1.CO
181,181,"1,3-Diiodobenzene",Z35,626-00-6,329.0,IC1=CC(I)=CC=C1,CO,0.5103,0.0075,IC1=CC(I)=CC=C1.CO
182,182,"1,3-Diiodobenzene",Z35,626-00-6,329.0,IC1=CC(I)=CC=C1,CO,0.4421,0.0665,IC1=CC(I)=CC=C1.CO
183,183,,Z42,7226-23-5,128.0,O=C1N(C)CCCN1C,CO,0.7594,0.0411,O=C1N(C)CCCN1C.CO
184,184,Tryptamine,CA80,61-54-1,160.1000484,NCCC1=CNC2=CC=CC=C12,CO,0.9241,0.0124,NCCC1=CNC2=CC=CC=C12.CO
185,185,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CO,1.0,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CO
186,186,Mometasone Furoate,AP11,83919-23-7,520.141944,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CO,0.9876,0.007,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.CO
187,187,"alpha, alpha-Dipyridyl (the name is good)",CA113,366-18-7,158.18,C1=CC=NC(=C1)C2=CC=CC=N2,CO,0.7217,0.0138,C1=CC=NC(=C1)C2=CC=CC=N2.CO
188,188,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CO,0.8876,0.0242,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CO
189,189,"3,4,5-TRIMETHYLPHENOL, 97%",CA5,527-54-8,137.0,Cc1cc(O)cc(C)c1C,CO,0.9166,0.0069,Cc1cc(O)cc(C)c1C.CO
190,190,"1,3-dioxoisoindolin-2-yl cyclohexanecarboxylate",,,273.100108,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3,CO,0.9667,0.0099,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3.CO
191,191,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CO,0.8174,0.0624,CC1=CC(Br)=C(Br)C=C1C.CO
192,192,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CO,0.997,0.0003,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CO
193,193,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CO,1.0,0.0,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CO
194,194,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,0.9501,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
195,195,,Z183,1124-11-4,136.0,CC1=C(N=C(C(=N1)C)C)C,CO,0.6975,0.0158,CC1=C(N=C(C(=N1)C)C)C.CO
196,196,"4,4'-Bipyridine",CA172,553-26-4,156.0687483,C1(C2=CC=NC=C2)=CC=NC=C1,CO,0.7777,0.005,C1(C2=CC=NC=C2)=CC=NC=C1.CO
197,197,Naproxen,RB28,22204-53-1,230.0942943,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,CO,0.9898,0.0017,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O.CO
198,198,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CO,0.7294,0.0074,c1ccc2c(c1)Cc1ccccc1-2.CO
199,199,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CO,0.8151,0.07,OC1=CC=CC=C1C2=CC=CC=C2.CO
200,200,"4,4'-BIPHENYLDICARBONITRILE",Z118,1591-30-6,204.0,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N,CO,0.8655,0.0206,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N.CO
201,201,"2-bromo-1,3-dimethylbenzene",Z117,576-22-7,185.0,CC1=C(C(=CC=C1)C)Br,CO,0.7337,0.0504,CC1=C(C(=CC=C1)C)Br.CO
202,202,Losartan,AP53,124750-99-8,422.162187,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl,CO,1.0,0.0,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl.CO
203,203,"5,5',6,6'-TETRAHYDROXY-3,3,3',3'-TETRAMETHYL-1,1'-SPIROBISINDANE",CL10,77-08-7,340.1674592,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1,CO,1.0,0.0,OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1.CO
204,204,4-bromophenol,Z135,106-41-2,173.0,C1=CC(=CC=C1O)Br,CO,0.4809,0.0136,C1=CC(=CC=C1O)Br.CO
205,205,"4-amino-3,5-dimethylbenzonitrile",Z173,74896-24-5,146.0,CC1=CC(=CC(=C1N)C)C#N,CO,0.7751,0.0147,CC1=CC(=CC(=C1N)C)C#N.CO
206,206,,Z165,24596-19-8,200.0,CC1=CC(=CC(=C1N)C)Br,CO,0.576,0.0172,CC1=CC(=CC(=C1N)C)Br.CO
207,207,Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CO,1.0,0.0,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC.CO
208,208,Prednisolone,CA160,50-24-8,360.44,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,CO,0.9204,0.033,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO.CO
209,209,2-amino-4-methyl-1H-pyrimidin-6-one,Z101,3977-29-5,125.0,CC1=CC(=O)NC(=N1)N,CO,0.6997,0.0093,CC1=CC(=O)NC(=N1)N.CO
210,210,,Z29,91-76-9,187.0,NC1=NC(N)=NC(C2=CC=CC=C2)=N1,CO,0.7701,0.0115,NC1=NC(N)=NC(C2=CC=CC=C2)=N1.CO
211,211,"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,0.8665,0.0048,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO
212,212,5-Fluoroisatin,CC67,443-69-6,165.0226066,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,0.7799,0.0254,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
213,213,Thiamine hydrochloride (Vitamin B1),AP24,67-03-8,336.0578376,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,CO,1.0,0.0,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1.CO
214,214,Methyl red sodium salt,CA189,845-10-3,291.098371,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O,CO,0.9519,0.0336,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O.CO
215,215,"2,6-Diaminopyridine",Z7,141-86-6,109.0,NC1=CC=CC(N)=N1,CO,0.7112,0.0436,NC1=CC=CC(N)=N1.CO
216,216,"1H-Pyrrolo[2,3-b]pyridine-3-carboxylic acid",Z111,156270-06-3,162.0,C1=CC2=C(NC=C2C(=O)O)N=C1,CO,0.848,0.0347,C1=CC2=C(NC=C2C(=O)O)N=C1.CO
217,217,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,0.7869,0.0193,Oc1c(Cl)cc(Cl)cc1Cl.CO
218,218,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CO,1.0,0.0,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CO
219,219,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CO,1.0,0.0,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CO
220,220,,Z68,2571-39-3,210.0,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2,CO,0.8752,0.0351,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2.CO
221,221,"4,4'-Dimethyl-2,2'-bipyridyl",Z5,1134-35-6,184.0,CC1=CC(C2=NC=CC(C)=C2)=NC=C1,CO,0.9444,0.0123,CC1=CC(C2=NC=CC(C)=C2)=NC=C1.CO
222,222,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CO,0.9818,0.0132,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.CO
223,223,"2,2'-DITHIODIBENZOIC ACID, >=95.0%",CD5,119-80-2,306.0,OC(=O)c1ccccc1SSc2ccccc2C(O)=O,CO,0.9907,0.0056,OC(=O)c1ccccc1SSc2ccccc2C(O)=O.CO
224,224,"3-NITROPHENOL, REAGENTPLUS, 99%",D22,554-84-7,139.0,Oc1cccc(c1)[N+]([O-])=O,CO,0.5975,0.0294,Oc1cccc(c1)[N+]([O-])=O.CO
225,225,Methyl orange,"Q26, N30",547-58-0,327.0653566,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O,CO,1.0,0.0,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O.CO
226,226,,Z9,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,0.7914,0.0338,OC1=C(O)C=C2C=CC=CC2=C1.CO
227,227,,Z178,69113-59-3,229.0,C1=CC(=CC(=C1)I)C#N,CO,0.3402,0.0627,C1=CC(=CC(=C1)I)C#N.CO
228,228,2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CO,0.8243,0.0842,CCC(C(=O)O)c1ccccc1.CO
229,229,2-amino-5-nitrophenol,CP 28,121-88-0,154.0,C1=CC(=C(C=C1[N+](=O)[O-])O)N,CO,0.7094,0.0179,C1=CC(=C(C=C1[N+](=O)[O-])O)N.CO
230,230,Triphenylacetic acid,Z94,595-91-5,288.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O,CO,1.0,0.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.CO
231,231,"4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol",CK 32,27955-94-8,306.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,CO,1.0,0.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.CO
232,232,,Z70,581-43-1,160.0,OC1=CC2=CC=C(O)C=C2C=C1,CO,0.7781,0.0248,OC1=CC2=CC=C(O)C=C2C=C1.CO
233,233,,Z58,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CO,0.9142,0.0068,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CO
234,234,Hexamethylenetetramine,CF24,100-97-0,140.19,C1N2CN3CN1CN(C2)C3,CO,0.9688,0.0091,C1N2CN3CN1CN(C2)C3.CO
235,235,Sulfamethoxazole,AP38,723-46-6,253.0,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1,CO,1.0,0.0,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1.CO
236,236,4-Benzoylbenzoic acid,Z106,611-95-0,226.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CO,0.8486,0.039,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CO
237,237,5-Fluoroisatin,CC67,443-69-6,165.02,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,0.7906,0.0063,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
238,238,,Z40,1074-24-4,263.0,CC1=CC(Br)=C(C)C=C1Br,CO,0.8935,0.0082,CC1=CC(Br)=C(C)C=C1Br.CO
239,239,p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CO,0.6033,0.0648,NC1=CC=C(OC)C=C1.CO
240,240,Sertraline hydrochloride,AP32,79559-97-0,342.69,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CO,1.0,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.CO
241,241,Atenolol,AP1 ,29122-68-7,266.0,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CO,0.992,0.0011,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O.CO
242,242,Tebuconazole,RB40,107534-96-3,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CO,0.9972,0.0005,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CO
243,243,_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CO,1.0,0.0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C.CO
244,244,Caffeine,AP19,58-08-2,194.0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CO,0.8324,0.0111,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CO
245,245,"1,3,5-Tris(4-hydroxylphenyl)Benzene",CKB34,15797-52-1,354.1255944,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1,CO,1.0,0.0,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1.CO
246,246,Fluoxetine Hydrochloride,AP13,56296-78-7,345.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CO,0.9845,0.0015,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.CO
247,247,2-Methyl-3-nitroaniline,CJ58,603-83-8,152.06,NC1=CC=CC([N+]([O-])=O)=C1C,CO,0.6482,0.0335,NC1=CC=CC([N+]([O-])=O)=C1C.CO
248,248,"thiophene-2,5-dicarbaldehyde",Z78,932-95-6,140.0,C1=C(SC(=C1)C=O)C=O,CO,0.5226,0.014,C1=C(SC(=C1)C=O)C=O.CO
249,249,ACRIDINE,D30,260-94-6,179.0,C12=NC3=CC=CC=C3C=C1C=CC=C2,CO,0.8719,0.0267,C12=NC3=CC=CC=C3C=C1C=CC=C2.CO
250,250,,Z19,33524-31-1,168.0,COC1=CC=C(OC)C(CO)=C1,CO,0.7469,0.037,COC1=CC=C(OC)C(CO)=C1.CO
251,251,"1,3-dioxoisoindolin-2-yl cyclopropanecarboxylate",,,231.0531578,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3,CO,0.908,0.0039,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3.CO
252,252,"9-ANTHRACENEMETHANOL, 97%",D9,1468-95-7,208.0,OCc1c2ccccc2cc3ccccc13,CO,0.9483,0.0011,OCc1c2ccccc2cc3ccccc13.CO
253,253,PYRIMETHAMINE,AP23,58-14-0,248.0828741,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,0.9924,0.0087,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
254,254, Artemisinin  ,AP6,63968-64-9,282.1467238,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,CO,0.9983,0.0008,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C.CO
255,255,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CO,0.82,0.0849,c1ccc(-c2nc3ccccc3[nH]2)cc1.CO
256,256,dibenzoyl-L-tartaric acid,CF14,2743-38-6,358.3,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,CO,0.9932,0.0013,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O.CO
257,257,Anthranilic acid ,CR1,118-92-3,137.0476785,NC1=CC=CC=C1C(O)=O,CO,0.7497,0.0388,NC1=CC=CC=C1C(O)=O.CO
258,258,2-(Trifluoromethyl)benzoic acid,Z180,433-97-6,190.0,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,CO,0.8763,0.0115,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F.CO
259,259,Roxithromycin,AP3,80214-83-1,836.5245697,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=N\OCOCCOC,CO,0.9986,0.0005,C[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)/C([C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@H](O)[C@](C)(OC)C3)=O)=N\OCOCCOC.CO
260,260,PYRIMETHAMINE,AP23,58-14-0,248.0,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,0.9893,0.0004,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
261,261,tert-Butylhydroquinone,CQ21,1948-33-0,166.0993797,OC1=CC=C(O)C=C1C(C)(C)C,CO,0.9821,0.0051,OC1=CC=C(O)C=C1C(C)(C)C.CO
262,262,"5,5'-Dithiobis(2-nitrobenzoic acid)",RB45,69-78-3,395.9722072,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,CO,0.9256,0.024,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O.CO
